AT,PV,XT,AC,TOTAL_AT,TOTAL_PV,TOTAL_EV,TOTAL_AC
0.233333333,3120,0.110461848,2760,7.033333333,29430,29430,17400
1.7,4020,0.134538153,3240,7.033333333,29430,29430,17400
3.5,8355,0.036947791,1050,7.033333333,29430,29430,17400
4.666666667,15405,0.298509036,7605,7.033333333,29430,29430,17400
5.833333333,26730,0.58448323,14475,7.033333333,29430,29430,17400
7.033333333,29430,1,17400,7.033333333,29430,29430,17400
